SEZCENS;ZONASTAT;NCIRCO;SUPERF
183;05;1;8151.84
3470;59;2;15745.69
3471;59;2;33614.51
3472;59;2;8578.16
3473;59;2;7400.02
3474;59;2;16404.86
3475;59;2;18147.96
3476;59;2;11580.37
3477;59;2;11605.91
3478;59;2;14058.58
3479;59;2;22847.69
3480;59;2;20283.76
3481;59;2;16707.22
3482;59;2;11015.72
3483;60;2;13164.2
3484;60;2;8462.93
3486;60;2;29257.69
3487;61;8;13768.58
3489;61;8;17175.37
3490;61;8;12790.76
3491;61;8;94514.18
3492;61;8;7372.77
3493;61;8;8798.21
3494;61;8;13609.5
3495;61;8;7040.42
3496;62;2;12059.25
3497;62;2;94860.21
3498;62;2;123706.16
3499;63;3;6619.27
3500;63;3;29110.86
3501;63;3;11345.61
3502;63;3;11599.55
3503;63;3;12226.03
3504;63;3;8098.33
3505;63;3;8142.73
3508;63;3;5477.73
3509;63;3;10856.5
3510;63;3;7888.05
3511;63;3;7705.25
3512;63;3;11392.65
3513;63;3;8290.13
3514;63;3;8447.27
3515;63;3;9453.34
3516;63;3;7396.13
3517;63;3;11015.28
3518;63;3;7893.95
3519;63;3;11681.18
3520;63;3;109111.26
3521;63;3;13011.7
3522;63;3;12477.25
3523;63;3;23683.57
3525;63;3;6430.44
3526;63;3;19793.34
3527;63;3;7576.69
3528;63;3;40566.9
3529;63;3;11935.51
3530;64;4;15038.37
3531;64;4;14132.99
3532;64;4;15002.43
3533;64;4;9078.82
3534;64;4;9851.79
3535;64;4;7204.5
3536;66;5;15322.53
3537;66;5;21523.69
3538;66;5;36826.86
3539;66;5;7858.78
3540;66;5;7475.14
3541;66;5;5959.67
3542;66;5;52593.84
3543;66;5;54425.95
3545;67;5;4588.29
3546;67;5;19276.32
3547;67;5;8141.4
3548;67;5;14102.21
3549;68;6;8617.88
3550;68;6;22386.85
3551;68;6;10316.52
3552;68;6;8561.95
3553;68;6;11528.32
3554;68;6;10590.06
3555;68;6;16674.07
3556;68;6;6364.76
3557;68;6;26074.26
3558;70;8;34232.03
3559;70;8;4453.84
3560;70;8;77158.84
3561;72;7;160367.18
3563;72;7;28002.14
3564;72;7;10817.96
3565;72;7;7132.36
3566;72;7;5129.9
3567;72;7;16647.95
3568;72;7;15084.15
3569;72;7;10701.89
3570;72;7;8561.95
3571;72;7;4913.54
3572;75;8;27807.76
3573;78;6;44715.11
3574;78;6;38298.88
3575;78;6;12591.34
3576;78;6;15732.47
3577;79;6;45760.22
3578;79;6;6961.88
3579;79;6;127470.03
3580;79;6;18908.5
3581;79;6;29170.82
3582;79;6;42712.16
3583;79;6;11755.31
3584;79;6;3795.35
3585;79;6;40125.96
3586;79;6;9383.94
3587;79;6;210991.13
3588;79;6;65946.92
3589;87;8;7788.78
3590;89;2;28863.44
3591;89;2;16158.57
3592;89;2;12697.27
3593;90;2;29110.76
3594;90;2;15561.78
3595;90;2;16378.27
3596;90;2;15756.39
3597;90;2;34907.71
3602;35;2;6835.02
3603;35;2;7070.74
3604;40;6;9689.88
3605;40;6;14004.58
3606;41;6;9869.96
3607;41;6;8410.41
3608;41;6;10007.74
3609;41;6;9613.06
3611;48;5;9053.02
3612;48;5;4814.17
3613;48;5;32505.48
3614;50;4;21379.21
3615;52;3;13060.13
3616;53;2;11012.7
3617;53;2;5998.59
3618;53;2;7485.74
3619;53;2;5834.66
3620;53;2;5156.82
3621;55;2;13857.91
3622;55;2;12386.88
3623;56;8;4670.42
3624;56;8;4992.84
3625;56;8;6891.6
3626;56;8;7493.46
3628;59;2;13284.8
3629;59;2;16957.2
3630;61;8;44046.08
3631;61;8;31761.71
3632;62;2;8516.59
3633;62;2;7056.69
3634;62;2;12651.72
3635;62;2;13589.64
3636;63;3;5595.5
3637;63;3;5130.11
3638;63;3;5098.66
3639;63;3;25625.52
3640;63;3;8772.45
3641;63;3;11405.86
3642;65;5;38329.92
3643;66;5;6059.95
3644;66;5;9077.36
3645;89;2;15742.6
3646;89;2;17840.27
3647;89;2;7775.13
3648;89;2;10641.49
3649;63;3;8755.6
3651;89;2;6067.04
3652;89;2;9192.3
3653;89;2;10021.03
3654;89;2;20737.28
3655;89;2;12672.34
3656;43;5;44855.47
3657;35;3;7682.5
3658;35;3;11376.64
3659;37;6;6426.62
3661;48;5;11332.94
3662;51;3;9921.78
3663;56;8;4281.23
3665;60;2;11355.68
3666;61;8;19265.26
3667;61;8;14964.29
3669;62;2;13330.24
3670;63;3;7454.61
3671;64;4;10430.27
3673;68;6;35491.4
3674;89;2;15648.88
3675;89;2;6575.41
3676;89;2;6066.9
3678;61;8;17665.56
3679;61;8;30113.63
3680;61;8;61373.82
3681;61;8;14130.21
3682;61;8;23359.91
3685;61;8;110473.63
3686;60;2;20185.46
3687;64;4;6219.94
3689;46;5;15415.41
3690;46;5;6918.43
3691;23;7;21263.62
3692;50;4;7246.97
3693;59;2;11159.39
3694;64;4;32258.44
3695;64;4;30164.23
3696;64;4;36719.9
3697;77;6;82312.51
3698;62;2;23303.99
3699;90;2;24455.74
3700;91;2;28247.49
3701;91;2;33195.01
3702;49;5;126860.28
3703;65;5;118242.82
3704;79;6;93623
3705;79;6;43890.88
3706;79;6;35347.44
3707;79;6;43507.12
3708;76;6;321921.31
3709;76;6;113229.36
3710;80;7;161403.96
3711;80;7;248321.51
3712;81;7;196886.02
3713;85;8;172093.89
3714;86;8;77427.45
3715;84;7;184050.08
3781;84;7;144044.81
3783;86;8;113125.67
3803;12;7;55027.88
3804;22;7;12289.85
3805;25;4;74231.75
3806;30;5;67980.6
3807;35;3;13435.93
3808;35;3;16982.11
3809;35;3;18173.95
3810;35;3;9392.55
3811;35;3;39601.91
3812;42;5;28810.25
3813;44;5;19472.29
3814;46;5;10382.93
3815;46;5;52489.56
3816;46;5;42964.98
3817;46;5;11947.18
3818;49;5;239443.72
3819;50;4;17931.91
3820;59;2;24394.78
3821;62;2;40318.08
3822;62;2;20797.03
3824;63;3;61317.45
3825;63;3;15889.96
3826;65;5;117864.71
3827;66;5;215300.11
3828;68;6;19203.7
3829;73;7;161377.25
3830;59;2;15965.51
3831;63;3;34703.45
3832;90;2;10846.79
3833;47;5;35633.01
3834;48;5;29243.79
3835;62;2;69484.64
3836;84;7;179415.56
3837;35;3;18056.79
3838;49;5;51757.47
3839;76;6;327154.47
8888;01;1;28.32
2980;61;2;13070.32
2981;62;2;92412.21
2982;62;2;23395.96
2983;62;2;22101.16
2984;62;2;31172.79
2985;62;2;44575.92
2986;62;2;84564.79
2987;62;2;41292.84
2988;62;2;8423.78
2989;62;2;8680.56
2990;62;2;9384.62
2991;62;2;8626.53
2992;62;2;9880.84
2993;62;2;21910.67
2994;62;2;123135.59
2995;62;2;7948.9
2996;62;2;17549.22
2997;62;2;73992.41
2998;62;2;57906.96
2999;62;2;62925.5
3000;62;2;15639.05
3001;62;2;31483.85
3002;63;3;8064.14
3003;63;3;11400.08
3004;63;3;5744.39
3005;63;3;5947.42
3006;63;3;11727.87
3007;63;3;13789.79
3008;63;3;18725.47
3009;64;4;37012.01
3010;64;4;11528.25
3011;64;4;17897.25
3012;64;4;24444.4
3013;64;4;28169.21
3014;64;4;109630.94
3015;64;4;28202.1
3017;64;4;10223.06
3018;64;4;9506.77
3019;64;4;33622.85
3020;64;4;33453.95
3021;64;4;93406.65
3022;65;5;295729.74
3023;65;5;890955.23
3024;66;5;15366.65
3025;66;5;14977.43
3026;66;5;13358.08
3027;66;5;8674.67
3028;67;5;94166.54
3029;68;6;12062.35
3030;68;6;84699.15
3031;68;6;8057.06
3033;68;6;13871.28
3035;68;6;11650.78
3036;77;6;214307.92
3037;77;6;8480.01
3038;77;6;11423.96
3039;77;6;13104.58
3040;77;6;31048.61
3041;77;6;393983.65
3042;77;6;120794.08
3043;84;7;158104.03
3044;84;7;81782.03
3045;89;2;16344.73
3046;89;2;9298.19
3047;89;2;6806.58
3048;89;2;9612.6
3049;89;2;5618.57
3050;89;2;14607.09
3051;89;2;11031.31
3052;89;2;12141.94
3053;89;2;15183.19
3054;90;2;30077.86
3055;90;2;10807.13
3056;90;2;13597.26
3057;90;2;41500.84
3058;90;2;91270.54
3059;90;2;42143.41
3060;90;2;55406.54
3061;90;2;9185.77
3062;90;2;11484.6
3063;90;2;8637.42
3064;90;2;7290.22
3065;90;2;9435.85
3066;90;2;66500.82
3067;90;2;55436.26
3068;90;2;90957.74
3069;90;2;48958.11
3070;90;2;16350.15
3071;90;2;17143.7
3072;91;2;168262.06
3074;61;8;79857.48
3075;61;8;173749.96
3076;61;8;8073.15
3077;61;8;19352.11
3078;60;2;10473.97
3079;64;4;14075.02
3080;62;2;11031.47
3081;65;5;359368.8
3082;65;4;592190.64
3083;46;5;68014.12
3084;66;5;21747.54
3089;41;6;42418.42
3090;41;6;59701.75
3091;41;6;41023.33
3092;80;7;187528.04
3093;80;7;497755.89
3094;88;8;63060.67
3096;89;2;874789.58
3097;36;7;568399.64
3098;46;5;9294.59
3107;01;1;4015.5
3108;01;1;5451.62
3109;01;1;1945.37
3110;01;1;3442.45
3111;01;1;3901.88
3112;01;1;1244.07
3113;01;1;1689.33
3114;01;1;4110.18
3115;01;1;6665.48
3116;01;1;2959.92
3117;01;1;3452.95
3119;01;1;2867.26
3120;03;1;5627.43
3121;03;1;7263.67
3122;03;1;8319.33
3123;03;1;6430.5
3124;04;1;4877.94
3125;04;1;5752.16
3126;04;1;4351.12
3130;04;1;5774.66
3131;04;1;6213.03
3132;04;1;3561.13
3133;04;1;4214.12
3134;04;1;3788.16
3136;04;1;2435.6
3137;05;1;7743.67
3138;05;1;3426.09
3139;05;1;3681.89
3140;05;1;4456.77
3141;05;1;4032.58
3142;05;1;3713.49
3143;05;1;5667.29
3144;05;1;6619.32
3145;05;1;7841.27
3146;07;1;2160.42
3147;07;1;10068.78
3148;07;1;3205.23
3149;07;1;5220.68
3150;07;1;3043.2
3152;08;1;10571.26
3153;08;1;10859.11
3154;08;1;6635.43
3156;08;1;3560.01
3157;08;1;3716.62
3158;08;1;3802.14
3159;08;1;5738.4
3160;11;7;2847.09
3161;12;7;14948.13
3162;12;7;3200.31
3163;12;7;4652.19
3164;12;7;3422.44
3166;12;7;12889.95
3167;12;7;2819.24
3169;12;7;5603.1
3171;12;7;4778.96
3172;13;8;6123.93
3173;13;8;2711.94
3174;13;8;6623.83
3175;13;8;2385.22
3176;13;8;3362.92
3177;13;8;4754.32
3178;13;8;8082.89
3179;13;8;22533.99
3180;13;8;6798.36
3181;13;8;1668.66
3182;13;8;7139.92
3183;14;7;25757.7
3184;14;7;3500.69
3185;14;7;5558.57
3186;14;7;3390.58
3187;14;7;4341.17
3188;14;7;2520.2
3189;15;8;7086.2
3190;15;8;4837.53
3191;15;8;5087.31
3192;15;8;5460.92
3193;15;8;4992.88
3194;15;8;2661.25
3195;15;8;3793.27
3196;15;8;3994.21
3197;15;8;6598.37
3198;15;8;5962.97
3199;16;4;4977.66
3200;16;4;5014.67
3201;16;4;1632.07
3203;16;4;4436.13
3204;16;4;1560.51
3205;17;3;2701.65
3206;17;3;8752.31
3207;17;3;6696.18
3208;17;3;6794.73
3209;18;1;8034.21
3211;18;1;11703.01
3212;18;1;10083.46
3213;18;1;11406.82
3214;18;1;8874.73
3215;18;1;12926.29
3216;18;1;11483.93
3217;18;1;15232.6
3218;18;1;17542.46
3219;18;1;5128.52
3220;18;1;7443.49
3221;18;1;6268.38
3222;18;1;7933.13
3223;18;1;10024.14
3227;19;8;4756.03
3228;19;8;3151.75
3229;20;8;4309.83
3230;20;8;5262.46
3231;20;8;3464.35
3234;20;8;8728.64
3236;20;8;6734.15
3238;20;8;5955.65
3239;20;8;5064.75
3240;20;8;11754.59
3241;22;7;9776.16
3242;22;7;12991.7
3243;22;7;5302.7
3247;24;7;13875.17
3248;24;7;6833.46
3249;24;7;3027.71
3250;24;7;10552.16
3251;25;4;5978.17
3252;25;4;2620.08
3253;25;4;3938.88
3254;25;4;5932.35
3255;25;4;4313.94
3256;26;1;6214.71
3257;26;1;3334.4
3258;26;1;7239
3259;28;1;7237.77
3260;28;1;8213.99
3261;28;1;17426.92
3262;29;4;4625.73
3263;29;4;20600.53
3264;29;4;32403.89
3265;29;4;2592.83
3266;29;4;1773.72
3267;29;4;1429.52
3268;29;4;3627.71
3269;29;4;1507.83
3270;29;4;3253.16
3271;29;4;3314.23
3272;29;4;2781.95
3273;29;4;2859.78
3274;29;4;3662.78
3275;29;4;3161.72
3276;30;5;18809.7
3277;30;5;82401.76
3278;30;4;32770.24
3279;30;4;11460.76
3280;30;4;11474.91
3281;30;4;5310.96
3282;30;4;6194.17
3283;30;4;2316.9
3284;31;3;4727.1
3285;32;3;6966.85
3286;32;3;3822.3
3287;32;3;6455.71
3288;32;3;7397.59
3289;33;3;4234.42
3290;33;3;3547.14
3291;33;3;2060.6
3292;33;3;9721.09
3293;33;3;2484.81
3294;33;3;2649.65
3295;33;3;3951.75
3297;35;3;25024.76
3300;35;3;6696.42
3301;35;3;5964.36
3302;35;3;8488.02
3304;36;7;43543.72
3305;37;6;18343.52
3306;37;6;6782.06
3307;37;6;6339.14
3308;37;6;7032.74
3309;37;6;19693.63
3310;37;6;8416.77
3312;37;6;3828.32
3313;38;6;2588.18
3314;38;6;1346.08
3315;38;6;1581.14
3316;38;6;2063.52
3317;38;6;1017
3318;38;6;2284.39
3319;38;6;6287.22
3320;38;6;4757.44
3321;39;6;18967.4
3322;39;6;79340
3323;39;6;16895.45
3325;40;6;12175.07
3327;40;6;5614.72
3328;40;6;3637.6
3329;41;6;24939.77
3330;41;6;4924.25
3332;41;6;14052.51
3333;41;6;30644.52
3334;42;5;8878.34
3335;42;5;4320.81
3336;42;5;1409.09
3337;42;5;3129.98
3338;42;5;2994.34
3340;43;5;45355.75
3342;43;5;10425.39
3343;43;5;12699.38
3344;43;5;11383.68
3346;43;5;18830.87
3351;43;5;17427.93
3352;43;5;9193.71
3354;43;5;14383.65
3355;43;5;9399.73
3356;43;5;13966.8
3357;43;5;63358.71
3358;43;5;22087.48
3359;43;5;35506.22
3360;43;5;16696.77
3361;43;5;13108.32
3362;43;5;10627.54
3363;44;5;6263.3
3364;44;5;3078.61
3365;44;5;1591.75
3366;45;5;6664.1
3367;45;5;9013.65
3369;45;5;3602.33
3370;45;5;4760.33
3371;45;5;4907.3
3372;45;5;5612.16
3373;45;5;6233.39
3374;46;5;8154.26
3375;46;5;10980.08
3376;46;5;10037.83
3377;47;5;5357.19
3378;47;5;5389.91
3379;47;5;7015.94
3380;47;5;9494.24
3381;47;5;4789.34
3382;47;5;3249.98
3383;47;5;6268.03
3384;48;5;26703.35
3385;48;5;5070.62
3386;48;5;26676.53
3387;48;5;22501.54
3388;48;5;19688.21
3390;48;5;7118
3391;48;5;7976.7
3392;48;5;11601.46
3393;48;5;32595.14
3394;48;5;2879.51
3395;48;5;15239.81
3396;48;5;9524.28
3397;48;5;7927.45
3398;48;5;7636.86
3399;48;5;7841.68
3400;48;5;12271.22
3401;48;5;16338.74
3402;48;5;9901.54
3404;50;4;11485
3405;50;4;7304.51
3406;50;4;9663.3
3407;50;4;13555.42
3408;50;4;9585.24
3409;50;4;9662.92
3410;50;4;13617.07
3411;50;4;5950.75
3412;50;4;4991.77
3413;50;4;4333.01
3414;50;4;16523.03
3415;51;3;8626.71
3416;51;3;7718.01
3417;51;3;14207.3
3418;51;3;8006.67
3419;51;3;23420.29
3420;51;3;9658.73
3421;51;3;12225.36
3423;51;3;5425.56
3424;51;3;19114.58
3425;51;3;21157.42
3426;51;3;11442.15
3427;51;3;9371.87
3428;51;3;20097.82
3429;52;3;68100.66
3430;53;2;5707.75
3431;53;2;4175.55
3433;53;2;11869.55
3434;53;2;7361.55
3435;53;2;7874.07
3436;53;2;7529.3
3437;53;2;14133.83
3438;53;2;11752.2
3439;54;2;36380.64
3440;54;1;17481.2
3441;55;2;8791.8
3442;55;2;3255.6
3444;55;2;7189.69
3445;56;8;5314.14
3446;56;8;8653.01
3447;56;8;8933.93
3448;56;8;7456.75
3449;56;8;9716.66
3450;56;8;12563.06
3451;56;8;7762.65
3453;56;8;6928.1
3454;56;8;9749.64
3455;56;8;7245.67
3456;56;8;12080.58
3457;56;8;11847.69
3458;57;8;37161.38
3462;57;8;6574.36
3463;57;8;6066.29
3464;58;8;80999.63
3466;58;8;10972.76
3467;58;8;6043.31
3468;59;2;43746.9
3469;59;2;15445.78
2563;79;6;57666.25
2564;79;6;276505.01
2565;79;6;68415.13
2566;79;6;204979.92
2567;79;6;113893.38
2568;79;6;239320.07
2569;79;6;26102.21
2570;79;6;98867.68
2571;79;6;16083.89
2572;79;6;69173.97
2573;79;6;107027.38
2574;79;6;102098.83
2575;79;6;217929.53
2576;79;6;110915.59
2577;79;6;58987.69
2578;79;6;83627.63
2579;79;6;34563.13
2580;79;6;657741.97
2582;80;7;137277.9
2583;80;7;240861.4
2584;80;7;66439.37
2585;80;7;250343
2586;81;7;740268.04
2587;81;7;744702.83
2588;81;7;463853.77
2589;82;7;226406.07
2590;82;7;297174.23
2591;82;7;912027.39
2592;82;7;287486.45
2593;82;7;149374.57
2594;82;7;317157.17
2595;83;8;89013.64
2596;83;8;322530.51
2597;83;8;355431.31
2598;83;8;350527.22
2599;83;8;41820.83
2600;83;8;526988.59
2601;84;7;417841.21
2602;84;7;590955.4
2603;84;7;346444.48
2604;85;8;220852.15
2605;85;8;386775.59
2606;85;8;327534.71
2607;85;8;653357.95
2608;85;8;514030.51
2609;86;8;462234.42
2610;86;8;743500.42
2611;86;8;628186.57
2612;87;8;168687.82
2613;87;8;176960.49
2614;87;8;188011.23
2615;87;8;84979.63
2616;87;8;113288.85
2617;87;8;122538.94
2618;87;8;5883.52
2619;87;8;37534.71
2620;87;8;102824.22
2621;87;8;144573.17
2622;87;8;306641.07
2623;88;8;229630.19
2624;88;8;206463.31
2625;88;8;282122.54
2626;88;8;194289.27
2627;88;8;81865.09
2628;88;8;79688.33
2629;88;8;111562.53
2630;89;2;12623.96
2631;89;2;69723.99
2632;89;2;26591.57
2633;89;2;243662.14
2635;90;2;16074.29
2636;90;2;67092.59
2637;90;2;49608.88
2638;90;2;10468.55
2639;90;2;15358.16
2640;90;2;19286.28
2641;90;2;21380.58
2642;90;2;18554.79
2643;90;2;57316.64
2644;90;2;288768.88
2645;90;2;396872.89
2646;91;2;107152.76
2647;91;2;74910.3
2648;91;2;1105015.35
2649;92;2;725479.54
2650;92;2;1060771.88
2651;92;2;454008.04
2652;79;6;136532.34
2654;22;7;13918.34
2655;22;7;12013.28
2656;22;7;20739.35
2657;22;7;10841.86
2658;22;7;13397.35
2659;35;3;8580.85
2660;35;3;13162.4
2661;35;2;21693.35
2662;35;2;13337.15
2663;35;2;5640.04
2664;35;2;8853.73
2665;35;2;12748.24
2666;40;6;9784.44
2667;40;6;48594.96
2668;41;6;26730.77
2669;41;6;23790.46
2670;41;6;21902.83
2671;41;6;9370.64
2672;41;6;10043.66
2673;41;6;45426.41
2674;41;6;27994.21
2675;43;5;30248.7
2676;43;5;29836.74
2677;43;5;31289.85
2678;43;5;8248.69
2679;43;5;7280.97
2680;47;5;11580.33
2681;47;5;12912.59
2682;48;5;9017.28
2683;48;5;9015.46
2684;48;5;26441.36
2685;48;5;28154.07
2686;48;5;44369.05
2687;48;5;35296.59
2688;48;5;135812.99
2689;50;4;13239.65
2690;50;4;18023.58
2691;50;4;33931.43
2692;52;3;15013.39
2693;52;3;17455.28
2694;52;3;21921.99
2695;53;2;5336.78
2696;53;2;11679.43
2697;53;2;7602.76
2698;53;2;6073.66
2699;53;2;5636.56
2700;53;2;7508.1
2701;53;2;9244.9
2702;53;2;9081.52
2703;53;2;12950.77
2704;55;2;17586.4
2705;55;2;13443.65
2706;55;2;11355.68
2707;56;8;6809.56
2708;56;8;16188.61
2709;56;8;6924.47
2710;59;2;17919.85
2711;59;2;32901.66
2712;59;2;30856.22
2713;59;2;16111.73
2714;59;2;14156.13
2715;59;2;34863.63
2716;59;2;30083.69
2717;59;2;21184.11
2718;59;2;23531.82
2719;59;2;12060.12
2720;59;2;67162.6
2721;59;2;25378.3
2722;60;2;17787.05
2723;60;2;31844.66
2724;60;2;17808.83
2725;60;2;31309.04
2726;60;2;30488.97
2727;61;8;31389.84
2728;61;8;19350.69
2729;61;8;5915.79
2730;61;8;32011.52
2731;61;8;33604.26
2732;61;8;37126.46
2733;61;8;14526.73
2734;61;8;21031.69
2735;61;8;20454.15
2736;61;8;24840.27
2737;61;8;22849.26
2738;61;8;19398.75
2739;62;2;10601
2740;62;2;85185.78
2741;62;2;38422.32
2742;62;2;17853.38
2743;62;2;21031.73
2744;62;2;25679.38
2745;62;2;124967.98
2746;62;2;52046.04
2747;63;3;5493.93
2748;63;3;11959.76
2749;63;3;15208.2
2750;63;3;66169.86
2751;63;3;47910.21
2752;63;3;37157.38
2753;65;5;55676.76
2754;65;5;88785.67
2755;65;5;45256.93
2756;65;5;115956.21
2757;65;5;28975.94
2758;65;5;71905.14
2759;65;5;55175.41
2760;65;5;38240.19
2761;65;5;39884.16
2762;66;5;9026.22
2763;66;5;5995.44
2764;77;6;91114.77
2765;77;6;128445.52
2766;77;6;82053.09
2767;89;2;19031.43
2768;89;2;11955.25
2769;89;2;30954.19
2770;89;2;53002.76
2771;89;2;11629.34
2772;89;2;13812.09
2773;89;2;17999.36
2774;89;2;19275.11
2775;89;2;28199.28
2776;90;2;36191.9
2777;90;2;37346.76
2778;90;2;61943.05
2779;90;2;29070.9
2780;90;2;249682.68
2781;90;2;29905.83
2782;90;2;47206.09
2783;90;2;23689.06
2784;90;2;41203.65
2785;91;2;61647.36
2786;91;2;74852.59
2787;91;2;105398.06
2788;91;2;52834.55
2789;17bis;3;21953.7
2790;43;5;20949.38
2791;47;5;71401.57
2792;68;6;390047.17
2794;76;6;1590528.24
2796;11;7;3795.93
2797;16;4;10294.05
2799;22;7;17078.28
2800;22;7;13272.51
2801;22;7;9857.92
2802;22;7;10551.5
2803;22;7;8431.26
2805;22;7;8341.5
2806;22;7;14489.89
2807;22;7;8808.5
2808;22;7;15676.09
2809;22;7;36869.84
2810;25;4;33164.75
2811;29;4;30625.54
2812;35;3;8084.87
2813;35;3;30178.17
2814;35;3;6577.79
2815;37;6;15846.11
2816;37;6;8066.27
2817;37;6;27897.89
2818;37;6;11305.4
2819;37;6;9895.19
2820;37;6;6671.07
2821;37;6;5176.95
2822;37;6;6368.2
2823;37;6;13244.17
2824;37;6;19795.04
2825;40;6;32207.84
2826;40;6;17324.27
2827;40;6;14700.98
2829;41;6;9277.54
2830;41;6;62265.3
2831;41;6;70768.78
2832;41;6;22594.95
2833;42;5;12118.92
2834;42;5;9926.55
2835;43;5;15785.19
2836;43;5;6122.24
2837;45;5;28659.86
2838;45;5;20975.57
2840;45;5;9448.05
2841;45;5;31378.79
2842;46;5;25092.7
2843;46;5;31154.61
2844;46;5;19726.87
2845;46;5;6519.64
2846;46;5;10448.45
2847;46;5;1977.75
2848;46;5;4572.42
2849;46;5;8448.66
2850;48;5;70121.49
2851;48;5;5730.03
2852;48;5;42844.18
2853;48;5;45868.25
2854;48;5;16767.9
2855;48;5;14795.63
2856;48;5;14307.37
2857;48;5;7642.01
2858;48;5;25731.29
2859;48;5;7232.83
2860;48;5;21081.98
2861;48;5;11391.34
2862;48;5;17661.63
2863;48;5;30880.18
2864;48;5;47344.47
2865;48;5;73506.1
2866;48;5;37628.49
2867;50;4;28622.73
2868;50;4;5211.44
2869;50;4;6577.9
2870;50;4;16887.85
2871;50;4;29318.34
2872;50;4;37482.31
2873;50;4;7176.45
2874;51;3;5704.81
2875;51;3;10425.29
2876;51;3;6298.43
2877;51;3;10044.26
2879;51;3;11238.49
2880;51;3;14651.35
2881;51;3;13540.35
2882;51;3;16685.72
2883;51;3;12949.99
2885;51;3;9736.54
2886;52;3;18988.66
2887;52;3;21510.79
2888;52;3;14650.18
2889;52;3;13011.88
2890;52;3;12951.05
2891;52;3;21841.42
2892;52;3;25138.46
2894;52;3;19855.14
2895;52;3;41916.98
2896;52;3;12683.06
2898;52;3;17587.16
2899;52;3;11253.82
2900;52;3;9224.1
2901;52;3;20166.97
2902;52;3;12807.86
2903;52;3;22886.75
2904;52;3;14753.38
2905;53;2;7325.87
2906;53;2;5427.84
2907;53;2;6675.59
2908;53;2;6752.84
2909;53;2;5490.24
2910;55;2;24973.92
2911;55;2;10321.85
2912;55;2;9718.48
2913;55;2;39722.91
2914;55;2;12593.02
2915;55;2;39849.04
2916;56;8;12070.85
2917;56;8;9191.59
2918;56;8;8458.4
2919;56;8;13099.91
2920;56;8;16947.99
2921;56;8;17359.66
2922;56;8;9207.38
2923;56;8;5293.16
2924;56;8;14902.74
2925;57;8;9962.12
2926;58;8;33504.27
2928;58;8;8349.81
2929;58;8;30255.72
2930;58;8;15342.9
2931;58;8;8120.21
2932;58;8;8122.51
2933;58;8;23404.62
2934;59;2;64091.81
2935;59;2;25552.29
2936;59;2;13427.81
2937;59;2;8651.53
2939;59;2;6180.76
2940;59;2;8518.56
2942;59;2;7897.75
2943;59;2;8077.65
2945;59;2;7383.32
2946;59;2;14673.97
2947;59;2;76080.16
2948;59;2;19986.11
2949;59;2;22785.36
2950;59;2;16486.9
2951;60;2;18670.34
2952;60;2;12139.48
2953;60;2;14981.79
2954;60;2;17258.1
2955;60;2;16625.01
2956;60;2;19876.45
2957;60;2;32844.77
2958;60;2;18368.81
2959;60;2;28117.65
2960;61;8;15843.6
2961;61;8;13748.45
2962;61;8;22175.46
2963;61;8;10459.78
2964;61;8;12249.67
2965;61;8;9434.04
2966;61;8;7365.63
2968;61;8;10366.15
2970;61;8;10350.5
2971;61;8;10175.52
2973;61;8;15510.3
2974;61;8;12457.29
2975;61;8;12005.2
2976;61;2;19626.16
2978;61;2;31908.52
2979;61;2;16021.11
2140;53;2;9734.81
2141;53;2;11036.16
2142;53;2;15567.11
2143;53;2;23019.48
2144;53;2;8228.33
2145;53;2;50256.24
2146;54;2;16478.45
2147;54;1;89701.52
2148;54;1;21113.23
2149;54;1;29403.89
2150;54;1;9650.16
2151;54;1;10989.17
2152;54;1;11681.1
2153;54;1;11492.97
2154;54;2;64579.5
2155;54;2;107619.02
2156;54;2;339491.5
2157;54;2;101544.65
2158;54;2;148088.48
2159;54;2;18074.28
2160;54;2;13031.89
2161;55;2;21999.98
2162;55;2;16115.02
2163;55;2;14920.59
2164;55;2;29695.73
2166;55;2;150115.1
2167;55;2;18231.06
2168;55;2;36237.82
2169;55;2;25198.24
2170;55;2;12489.59
2171;55;2;22166.48
2172;55;2;12577.76
2173;55;2;12762.05
2174;55;2;22238.54
2175;55;2;23862.71
2176;55;2;21349.74
2177;55;2;41517.81
2178;55;2;38735.32
2179;55;2;36015.38
2180;55;2;26659.63
2181;55;2;10070.8
2182;56;1;13525.47
2184;56;8;35640.05
2185;56;8;25581.84
2186;56;8;31178.32
2187;56;8;68490.55
2190;56;8;27483.21
2191;56;8;22409.08
2192;56;8;20933.1
2193;56;8;15247.74
2194;56;8;14815.59
2195;56;8;13590.09
2196;56;8;12504.34
2197;56;8;38158.76
2198;56;8;77315.2
2200;56;8;36624.69
2201;56;8;17520.71
2202;56;8;7988.6
2203;56;8;22747.02
2204;56;8;20512.28
