COMUNE;SEZ2011;P1;P61;E17;E18;E19;E20
Milano;151460003174;223;116;1;0;1;6
Milano;151460003175;339;165;1;2;1;6
Milano;151460003176;255;141;1;4;2;5
Milano;151460003177;295;158;2;3;5;6
Milano;151460003178;202;93;0;0;1;3
Milano;151460003179;446;241;1;2;2;14
Milano;151460003180;307;154;0;0;0;6
Milano;151460003181;189;104;1;1;1;7
Milano;151460003182;157;73;0;0;0;4
Milano;151460003183;289;144;0;0;1;7
Milano;151460003184;396;189;0;0;0;6
Milano;151460003185;501;259;1;5;3;14
Milano;151460003186;0;0;0;0;0;0
Milano;151460003187;201;107;0;1;0;9
Milano;151460003188;208;94;2;1;4;5
Milano;151460003189;181;110;0;1;1;4
Milano;151460003190;359;196;0;0;0;9
Milano;151460003191;15;3;0;1;0;0
Milano;151460003192;268;74;0;0;0;3
Milano;151460003193;241;76;1;0;0;3
Milano;151460003194;334;92;0;0;0;4
Milano;151460003195;319;105;0;0;0;4
Milano;151460003196;30;16;0;1;0;0
Milano;151460003197;62;14;0;0;0;1
Milano;151460003198;287;78;0;0;0;3
Milano;151460003199;314;84;0;0;0;4
Milano;151460003200;329;95;0;0;0;4
Milano;151460003201;110;31;0;0;10;0
Milano;151460003202;262;103;0;0;0;6
Milano;151460003203;3;3;0;1;0;0
Milano;151460003204;269;0;0;0;0;0
Milano;151460003205;362;91;0;0;0;1
Milano;151460003206;227;52;0;0;0;1
Milano;151460003207;389;108;0;0;0;2
Milano;151460003208;391;114;0;0;0;1
Milano;151460003209;270;63;0;0;0;1
Milano;151460003210;206;52;0;0;0;1
Milano;151460003211;207;49;0;0;0;1
Milano;151460003212;360;95;0;0;0;1
Milano;151460003213;283;78;0;0;0;1
Milano;151460003214;498;168;0;0;0;5
Milano;151460003216;0;0;0;0;0;0
Milano;151460003217;169;91;0;0;0;2
Milano;151460003218;138;63;0;0;0;1
Milano;151460003219;125;64;0;0;0;2
Milano;151460003220;116;37;0;0;0;1
Milano;151460003221;55;22;0;0;0;1
Milano;151460003222;236;101;0;0;0;1
Milano;151460003223;631;302;0;0;0;3
Milano;151460003224;252;116;0;0;0;1
Milano;151460003225;276;116;0;0;0;1
Milano;151460003226;159;66;0;1;2;0
Milano;151460003227;153;73;0;0;0;1
Milano;151460003228;84;32;0;0;1;0
Milano;151460003229;178;79;0;0;0;1
Milano;151460003230;237;110;0;0;0;2
Milano;151460003231;175;77;0;0;0;2
Milano;151460003232;71;49;0;0;1;0
Milano;151460003233;25;8;0;1;0;0
Milano;151460003234;24;11;0;0;2;0
Milano;151460003235;0;0;0;0;0;0
Milano;151460003236;0;0;0;0;0;0
Milano;151460003237;17;7;1;1;0;0
Milano;151460003240;2;1;0;0;0;0
Milano;151460003241;27;15;0;2;1;0
Milano;151460003242;117;58;2;4;1;0
Milano;151460003243;40;20;0;5;0;0
Milano;151460003245;407;107;0;0;0;1
Milano;151460003246;208;60;0;0;0;1
Milano;151460003247;187;68;0;0;0;1
Milano;151460003248;432;148;0;0;0;1
Milano;151460003249;150;62;0;0;0;1
Milano;151460003250;216;94;0;0;0;1
Milano;151460003251;227;93;0;0;0;1
Milano;151460003252;265;121;0;0;0;2
Milano;151460003253;358;162;0;0;0;1
Milano;151460003254;169;64;0;0;0;1
Milano;151460003255;386;180;5;11;4;8
Milano;151460003256;33;12;0;0;0;1
Milano;151460003257;115;58;2;0;0;2
Milano;151460003258;135;67;1;12;12;2
Milano;151460003259;36;16;2;3;10;1
Milano;151460003260;295;82;0;0;0;4
Milano;151460003261;315;81;0;0;0;2
Milano;151460003262;249;84;0;0;0;10
Milano;151460003263;150;53;0;0;0;6
Milano;151460003264;0;0;0;0;0;0
Milano;151460003265;106;58;4;9;4;0
Milano;151460003266;5;2;0;1;0;0
Milano;151460003267;435;128;0;0;0;1
Milano;151460003268;64;24;0;0;0;1
Milano;151460003269;493;255;0;0;0;1
Milano;151460003270;3;0;0;1;0;0
Milano;151460003271;292;119;1;3;4;4
Milano;151460003272;178;90;0;2;3;3
Milano;151460003273;251;131;1;0;1;4
Milano;151460003274;19;11;0;3;0;0
Milano;151460003275;288;131;0;0;1;3
Milano;151460003276;282;117;0;0;0;11
Milano;151460003277;373;154;0;0;0;1
Milano;151460003278;187;54;0;0;0;3
Milano;151460003279;277;117;1;0;1;5
Milano;151460003280;307;193;0;4;1;3
Milano;151460003281;149;49;1;3;1;4
Milano;151460003282;233;57;0;0;0;4
Milano;151460003283;357;97;0;0;0;3
Milano;151460003284;4;2;0;1;0;0
Milano;151460003285;365;113;0;0;0;2
Milano;151460003286;339;104;0;0;0;2
Milano;151460003287;230;71;0;0;0;2
Milano;151460003288;285;75;0;0;0;1
Milano;151460003289;212;65;0;0;0;2
Milano;151460003290;263;86;0;0;0;3
Milano;151460003291;215;74;0;0;0;2
Milano;151460003292;276;118;1;5;0;5
Milano;151460003293;429;157;0;0;0;4
Milano;151460003294;490;260;0;0;1;7
Milano;151460003295;384;114;0;0;0;2
Milano;151460003296;274;130;1;2;4;11
Milano;151460003297;117;57;4;3;4;1
Milano;151460003298;82;34;0;0;2;2
Milano;151460003299;532;250;0;3;2;10
Milano;151460003300;2;2;0;0;0;1
Milano;151460003301;230;118;1;2;8;7
Milano;151460003302;99;46;0;1;7;4
Milano;151460003303;68;32;0;1;12;0
Milano;151460003304;264;106;0;1;2;7
Milano;151460003305;364;182;0;3;2;6
Milano;151460003306;49;19;0;2;0;1
Milano;151460003307;302;186;0;0;4;3
Milano;151460003308;318;129;0;0;0;4
Milano;151460003309;399;192;0;0;0;5
Milano;151460003310;109;44;0;0;0;1
Milano;151460003311;224;105;1;0;6;9
Milano;151460003312;215;93;0;0;0;3
Milano;151460003313;254;97;0;0;0;4
Milano;151460003314;288;98;0;0;0;2
Milano;151460003315;315;109;0;0;0;4
Milano;151460003316;2;1;0;1;0;0
Milano;151460003317;192;101;0;0;1;3
Milano;151460003318;399;135;0;0;0;1
Milano;151460003319;172;72;0;0;0;2
Milano;151460003321;244;81;0;0;0;1
Milano;151460003322;374;95;0;0;0;2
Milano;151460003323;145;39;0;0;0;1
Milano;151460003324;364;101;0;0;0;6
Milano;151460003325;210;56;0;0;0;4
Milano;151460003326;221;60;0;0;0;4
Milano;151460003327;175;72;0;2;1;4
Milano;151460003328;219;96;0;0;0;7
Milano;151460003329;283;114;0;0;0;4
Milano;151460003330;253;100;0;0;0;5
Milano;151460003331;224;83;0;0;0;4
Milano;151460003332;364;151;0;0;0;4
Milano;151460003333;38;13;0;0;3;1
Milano;151460003334;162;83;1;0;0;3
Milano;151460003335;435;115;0;0;0;1
Milano;151460003336;233;76;0;0;0;4
Milano;151460003337;293;95;0;0;0;3
Milano;151460003338;225;89;0;0;0;3
Milano;151460003339;187;92;0;0;0;3
Milano;151460003340;277;92;0;0;0;6
Milano;151460003341;357;178;1;1;0;6
Milano;151460003342;331;145;0;0;0;8
Milano;151460003343;357;172;2;3;1;4
Milano;151460003344;156;76;2;1;4;6
Milano;151460003345;82;42;0;1;1;2
Milano;151460003346;54;19;0;0;2;2
Milano;151460003347;17;6;0;1;1;0
Milano;151460003348;0;0;0;0;0;0
Milano;151460003349;399;188;0;0;0;9
Milano;151460003350;13;4;0;2;0;1
Milano;151460003351;81;51;1;1;1;1
Milano;151460003352;123;59;0;0;0;2
Milano;151460003353;337;104;0;0;0;1
Milano;151460003354;282;99;0;0;0;1
Milano;151460003355;40;19;0;0;0;1
Milano;151460003356;417;196;2;3;0;7
Milano;151460003357;2;2;0;1;0;0
Milano;151460003358;205;58;0;0;0;3
Milano;151460003359;183;50;0;0;0;2
Milano;151460003360;146;52;0;0;0;2
Milano;151460003361;292;75;0;0;0;4
Milano;151460003362;219;118;3;1;1;12
Milano;151460003363;108;61;0;0;1;3
Milano;151460003364;141;70;1;2;2;4
Milano;151460003365;6;2;0;2;0;0
Milano;151460003366;0;0;0;0;0;0
Milano;151460003367;183;88;0;0;0;1
Milano;151460003368;79;19;0;0;0;1
Milano;151460003369;168;53;0;0;0;1
Milano;151460003370;168;55;0;0;0;1
Milano;151460003371;0;0;0;0;0;0
Milano;151460003372;0;0;0;0;0;0
Milano;151460003373;0;0;0;0;0;0
Milano;151460003374;99;56;0;4;1;2
Milano;151460003375;443;228;1;2;0;9
Milano;151460003376;384;172;1;0;0;4
Milano;151460003377;287;157;0;1;1;4
Milano;151460003378;303;120;3;5;4;8
Milano;151460003379;193;86;0;0;0;2
Milano;151460003380;270;115;1;0;1;7
Milano;151460003381;522;237;0;1;0;14
Milano;151460003382;321;142;0;0;4;7
Milano;151460003383;173;102;3;2;2;6
Milano;151460003384;212;123;3;2;3;4
Milano;151460003385;235;103;0;0;0;7
Milano;151460003386;286;152;0;0;3;6
Milano;151460003387;154;84;0;1;1;5
Milano;151460003388;102;35;0;1;0;1
Milano;151460003389;101;69;1;2;0;0
Milano;151460003390;284;163;1;4;1;4
Milano;151460003391;39;22;1;0;0;2
Milano;151460003392;139;77;0;2;1;4
Milano;151460003393;184;109;6;2;3;2
Milano;151460003394;257;160;0;1;2;7
Milano;151460003395;166;90;2;5;7;1
Milano;151460003396;11;4;1;0;0;1
Milano;151460003397;0;0;0;0;0;0
Milano;151460003398;0;0;0;0;0;0
Milano;151460003399;7;2;0;2;0;0
Milano;151460003400;18;11;0;5;0;0
Milano;151460003401;0;0;0;0;0;0
Milano;151460003402;51;32;1;0;0;1
Milano;151460003403;0;0;0;0;0;0
Milano;151460003404;57;35;1;0;0;1
Milano;151460003405;62;34;3;0;1;2
Milano;151460003406;3;1;0;1;0;0
Milano;151460003407;227;124;0;0;1;4
Milano;151460003408;128;66;0;0;1;6
Milano;151460003409;204;107;1;1;2;5
Milano;151460003410;167;91;0;0;1;5
Milano;151460003411;227;117;1;1;3;6
Milano;151460003412;251;123;4;0;2;7
Milano;151460003413;75;44;2;0;0;4
Milano;151460003414;206;126;9;7;6;2
Milano;151460003415;104;64;2;0;3;2
Milano;151460003416;102;40;1;0;0;2
Milano;151460003417;223;116;0;3;0;7
Milano;151460003418;239;134;1;0;0;7
Milano;151460003419;241;115;0;3;2;6
Milano;151460003420;314;174;0;0;1;8
Milano;151460003421;155;64;0;0;0;2
Milano;151460003422;114;51;0;0;0;1
Milano;151460003423;238;113;0;0;0;8
Milano;151460003424;381;116;0;0;0;5
Milano;151460003425;232;71;0;0;0;3
Milano;151460003426;300;138;0;1;0;9
Milano;151460003427;259;135;0;0;2;6
Milano;151460003428;184;84;0;0;0;5
Milano;151460003429;241;107;0;0;1;7
Milano;151460003430;293;175;2;0;1;12
Milano;151460003431;18;15;3;1;0;1
Milano;151460003432;378;203;2;2;2;5
Milano;151460003433;37;22;0;0;0;1
Milano;151460003434;253;142;1;0;2;5
Milano;151460003435;261;135;0;0;2;5
Milano;151460003436;292;151;1;0;0;5
Milano;151460003437;338;161;0;4;1;7
Milano;151460003438;505;193;0;0;4;4
Milano;151460003439;183;106;0;0;0;8
Milano;151460003440;208;102;0;0;0;4
Milano;151460003441;318;151;0;0;0;3
Milano;151460003442;310;125;0;0;0;5
Milano;151460003443;239;92;0;0;0;3
Milano;151460003444;60;24;2;3;2;0
Milano;151460003445;345;194;2;0;2;10
Milano;151460003446;82;53;0;0;0;2
Milano;151460003447;271;93;0;0;0;2
Milano;151460003448;218;94;0;0;0;2
Milano;151460003449;320;131;0;0;0;1
Milano;151460003450;341;147;0;0;0;3
Milano;151460003451;172;82;0;0;0;2
Milano;151460003452;102;48;1;0;2;2
Milano;151460003453;169;83;0;0;0;9
Milano;151460003454;335;133;2;0;1;6
Milano;151460003455;427;173;0;0;0;5
Milano;151460003456;250;126;2;2;5;3
Milano;151460003457;321;149;0;2;0;7
Milano;151460003458;303;145;0;1;0;7
Milano;151460003459;96;35;0;0;0;3
Milano;151460003460;0;0;0;0;0;1
Milano;151460003461;206;104;0;0;0;6
Milano;151460003462;215;107;0;0;0;6
Milano;151460003463;189;93;0;1;0;5
Milano;151460003464;343;156;1;0;0;12
Milano;151460003465;176;86;0;0;0;8
Milano;151460003466;272;127;0;0;0;12
Milano;151460003467;213;115;0;1;1;9
Milano;151460003468;227;128;0;0;2;7
Milano;151460003469;254;116;0;0;0;5
Milano;151460003470;234;77;0;0;0;9
Milano;151460003472;389;192;1;0;0;12
Milano;151460003473;248;108;0;1;0;6
Milano;151460003474;370;158;0;2;0;13
Milano;151460003475;243;109;1;0;0;7
Milano;151460003476;325;162;0;4;1;12
Milano;151460003477;116;58;0;0;1;5
Milano;151460003478;518;253;1;3;2;12
Milano;151460003479;74;30;0;0;0;3
Milano;151460003480;262;131;0;0;0;9
Milano;151460003481;208;85;0;0;0;11
Milano;151460003482;368;151;0;0;0;7
Milano;151460003483;434;180;1;0;0;9
Milano;151460003484;135;62;2;1;1;7
Milano;151460003485;0;0;0;0;0;0
Milano;151460003486;152;62;0;1;0;3
Milano;151460003487;238;114;0;1;0;9
Milano;151460003488;256;108;0;0;0;7
Milano;151460003489;0;0;0;0;0;0
Milano;151460003490;346;175;0;0;0;8
Milano;151460003491;298;155;0;0;0;6
Milano;151460003492;118;58;0;0;0;2
Milano;151460003493;272;141;0;0;0;10
Milano;151460003494;355;160;0;0;0;4
Milano;151460003495;355;171;0;0;0;15
Milano;151460003496;273;146;0;0;0;3
Milano;151460003497;173;90;0;0;0;5
Milano;151460003498;221;99;0;2;0;7
Milano;151460003499;202;94;0;2;3;7
Milano;151460003500;206;104;0;0;1;9
Milano;151460003501;274;122;0;3;1;22
Milano;151460003502;174;75;0;3;0;7
Milano;151460003503;293;133;2;1;0;5
Milano;151460003504;7;2;3;1;0;0
Milano;151460003506;147;78;1;6;0;4
Milano;151460003507;920;510;1;0;4;9
Milano;151460003508;303;151;4;2;4;6
Milano;151460003509;274;116;0;1;2;3
Milano;151460003510;355;169;1;1;0;6
Milano;151460003511;336;147;1;0;0;10
Milano;151460003512;221;105;0;1;0;6
Milano;151460003513;185;85;0;0;1;5
Milano;151460003514;373;179;0;0;0;9
Milano;151460003515;359;186;1;1;0;12
Milano;151460003516;361;165;0;0;0;6
Milano;151460003517;396;184;0;0;1;10
Milano;151460003518;201;93;0;0;2;6
Milano;151460003519;300;147;0;1;0;6
Milano;151460003520;315;98;0;0;0;6
Milano;151460003521;400;133;0;0;0;7
Milano;151460003522;313;116;0;0;0;7
Milano;151460003523;383;122;0;0;0;7
Milano;151460003524;423;194;0;0;0;6
Milano;151460003525;346;157;0;0;2;6
Milano;151460003526;112;61;1;1;2;2
Milano;151460003527;221;103;0;0;2;5
Milano;151460003528;330;156;0;0;0;6
Milano;151460003529;276;137;0;1;0;6
Milano;151460003530;134;70;0;0;0;6
Milano;151460003531;247;126;1;0;0;8
Milano;151460003532;290;122;0;0;1;9
Milano;151460003533;363;180;0;0;3;11
Milano;151460003534;223;98;0;0;1;7
Milano;151460003535;295;152;0;0;0;7
Milano;151460003536;204;100;0;1;0;8
Milano;151460003537;319;146;1;0;0;9
Milano;151460003538;359;144;1;3;1;7
Milano;151460003539;341;164;0;0;0;11
Milano;151460003540;160;94;0;0;0;4
Milano;151460003541;247;105;0;0;0;6
Milano;151460003542;366;154;0;0;0;2
Milano;151460003543;333;146;1;0;0;5
Milano;151460003544;518;242;0;1;3;17
Milano;151460003545;292;121;0;0;0;8
Milano;151460003546;1;0;0;1;0;0
Milano;151460003547;82;43;0;0;2;5
Milano;151460003548;134;68;0;0;0;5
Milano;151460003549;299;112;0;0;0;4
Milano;151460003550;0;0;0;0;0;0
Milano;151460003551;132;44;0;0;0;1
Milano;151460003552;221;104;0;0;0;7
Milano;151460003553;200;79;0;0;0;1
Milano;151460003554;219;91;0;0;0;3
Milano;151460003555;199;79;0;0;0;3
Milano;151460003556;373;165;0;0;0;9
Milano;151460003557;188;83;0;2;2;10
Milano;151460003558;59;32;0;1;0;3
Milano;151460003559;208;74;0;0;0;3
Milano;151460003560;27;16;0;0;0;1
Milano;151460003561;0;0;0;0;0;0
Milano;151460003562;121;47;0;0;0;2
Milano;151460003563;137;40;0;0;0;2
Milano;151460003564;212;75;0;0;0;3
Milano;151460003565;274;100;0;0;0;4
Milano;151460003566;164;59;0;0;0;2
Milano;151460003567;190;65;0;0;0;4
Milano;151460003568;368;147;1;3;0;10
Milano;151460003569;169;75;0;0;0;4
Milano;151460003570;252;86;0;0;0;7
Milano;151460003571;325;128;0;0;0;9
Milano;151460003572;176;88;0;0;1;9
Milano;151460003573;276;134;4;4;6;8
Milano;151460003574;38;15;0;5;2;1
Milano;151460003575;163;73;0;0;0;6
Milano;151460003576;294;139;0;0;0;6
Milano;151460003577;271;125;0;0;0;9
Milano;151460003578;195;95;1;0;1;4
Milano;151460003579;268;111;0;0;0;7
Milano;151460003580;283;7;0;0;1;0
Milano;151460003581;179;10;0;4;0;0
Milano;151460003582;428;198;0;2;0;9
Milano;151460003583;120;52;0;1;2;3
Milano;151460003584;111;45;0;0;1;4
Milano;151460003585;209;108;3;1;1;9
Milano;151460003586;6;1;0;4;0;0
Milano;151460003587;254;115;0;0;2;9
Milano;151460003588;116;40;3;8;2;6
Milano;151460003589;395;168;0;2;3;6
Milano;151460003590;255;100;0;0;0;4
Milano;151460003591;234;96;0;0;0;7
Milano;151460003592;0;0;0;0;0;0
Milano;151460003593;267;106;0;0;0;8
Milano;151460003594;252;94;0;0;0;5
Milano;151460003595;277;104;0;0;0;8
Milano;151460003596;152;65;0;1;0;4
Milano;151460003597;296;98;0;0;0;10
Milano;151460003598;255;87;0;0;0;6
Milano;151460003599;106;36;0;0;0;3
Milano;151460003600;163;62;0;0;0;3
Milano;151460003601;278;117;1;0;0;9
Milano;151460003602;349;150;0;1;0;3
Milano;151460003603;219;44;0;0;0;3
Milano;151460003604;337;109;0;0;0;4
Milano;151460003605;411;166;0;0;0;4
Milano;151460003606;282;111;0;0;0;3
Milano;151460003607;286;117;0;0;0;3
Milano;151460003608;268;108;0;0;0;3
Milano;151460003609;206;65;0;0;0;4
Milano;151460003610;253;102;0;0;0;6
Milano;151460003611;258;100;0;0;0;2
Milano;151460003612;454;183;0;0;0;6
Milano;151460003613;295;109;0;0;0;4
Milano;151460003614;214;86;0;0;0;3
Milano;151460003615;186;66;0;0;0;2
Milano;151460003616;339;124;0;0;0;7
Milano;151460003617;280;124;1;1;0;3
Milano;151460003618;220;93;0;0;0;2
Milano;151460003619;340;137;0;0;0;3
Milano;151460003620;271;117;0;0;0;2
Milano;151460003621;307;146;0;0;0;3
Milano;151460003622;301;130;0;0;0;3
Milano;151460003623;288;126;0;0;0;4
Milano;151460003624;260;119;0;0;0;3
Milano;151460003625;325;143;0;0;0;5
Milano;151460003626;245;100;0;0;0;5
Milano;151460003627;209;78;1;0;0;3
Milano;151460003628;168;68;0;0;0;4
Milano;151460003629;188;86;0;0;0;3
Milano;151460003630;296;113;0;0;0;3
Milano;151460003631;355;166;0;1;0;6
Milano;151460003632;343;175;1;1;0;5
Milano;151460003633;316;149;0;1;0;6
Milano;151460003634;322;132;1;0;0;8
Milano;151460003635;250;97;0;0;0;1
Milano;151460003636;236;112;0;0;1;4
Milano;151460003637;299;130;0;0;0;5
Milano;151460003638;298;128;0;0;0;5
Milano;151460003639;292;135;0;0;0;4
Milano;151460003640;503;221;0;0;0;6
Milano;151460003641;516;248;0;0;0;9
Milano;151460003642;261;129;0;2;0;3
Milano;151460003643;293;143;0;0;0;4
Milano;151460003644;321;152;0;0;0;6
Milano;151460003645;146;54;0;0;0;2
Milano;151460003646;159;69;0;0;0;4
Milano;151460003647;154;76;0;1;3;4
Milano;151460003648;356;164;0;1;1;9
Milano;151460003649;195;90;0;0;0;2
Milano;151460003650;203;78;0;0;0;2
Milano;151460003651;31;22;0;1;0;1
Milano;151460003652;499;227;0;1;1;3
Milano;151460003653;347;133;1;1;0;6
Milano;151460003654;351;118;0;0;0;6
Milano;151460003655;335;91;0;0;0;6
Milano;151460003656;178;73;1;1;2;4
Milano;151460003657;219;69;0;0;0;7
Milano;151460003658;247;71;0;0;0;3
Milano;151460003659;459;143;0;0;0;4
Milano;151460003660;406;123;0;0;0;8
Milano;151460003661;197;80;0;1;2;5
Milano;151460003662;299;111;0;0;0;5
Milano;151460003663;300;100;0;0;0;5
Milano;151460003664;336;121;0;0;0;7
Milano;151460003665;339;115;0;1;0;6
Milano;151460003666;212;68;0;0;0;5
Milano;151460003667;244;87;0;0;0;4
Milano;151460003668;144;42;0;0;0;3
Milano;151460003669;193;55;0;0;0;2
Milano;151460003670;200;71;0;0;0;5
Milano;151460003671;228;80;0;0;0;4
Milano;151460003672;179;67;0;0;0;4
Milano;151460003673;157;46;0;0;0;4
Milano;151460003674;211;70;0;0;0;4
Milano;151460003675;6;2;0;1;0;0
Milano;151460003676;171;52;0;0;0;4
Milano;151460003677;146;33;0;0;0;4
Milano;151460003678;281;82;0;1;0;4
Milano;151460003679;35;15;3;8;4;0
Milano;151460003680;12;4;0;3;2;0
Milano;151460003681;58;26;3;14;6;0
Milano;151460003682;27;11;0;5;2;0
Milano;151460003683;44;17;3;10;4;0
Milano;151460003684;64;26;7;7;5;2
Milano;151460003685;0;0;0;0;0;0
Milano;151460003686;124;45;5;6;0;0
Milano;151460003687;71;28;1;3;0;1
Milano;151460003688;109;38;7;4;1;0
Milano;151460003689;42;13;10;9;0;1
Milano;151460003690;57;20;13;5;2;0
Milano;151460003691;3;0;0;1;0;0
Milano;151460003692;224;98;0;0;0;1
Milano;151460003693;284;104;0;1;0;2
Milano;151460003694;275;118;0;1;0;2
Milano;151460003695;258;64;1;0;0;2
Milano;151460003696;260;111;1;0;0;2
Milano;151460003697;271;90;0;9;0;0
Milano;151460003698;302;96;0;0;0;1
Milano;151460003699;302;104;1;0;0;7
Milano;151460003700;347;126;0;0;0;8
Milano;151460003701;91;3;0;1;0;0
Milano;151460003702;288;136;0;0;0;2
Milano;151460003703;269;115;1;1;0;2
Milano;151460003704;410;178;0;3;0;3
Milano;151460003705;268;130;1;0;0;2
Milano;151460003706;3;3;0;1;0;0
Milano;151460003707;354;119;0;0;0;4
Milano;151460003708;218;88;0;0;0;5
Milano;151460003709;171;66;0;0;0;4
Milano;151460003710;130;42;0;2;0;2
Milano;151460003711;171;71;0;0;0;3
Milano;151460003712;235;101;0;0;2;7
Milano;151460003713;189;66;0;0;0;5
Milano;151460003714;354;111;0;1;0;6
Milano;151460003715;244;76;0;0;0;3
Milano;151460003716;189;84;0;0;0;4
Milano;151460003717;297;134;0;0;0;4
Milano;151460003718;250;101;0;0;0;5
Milano;151460003719;172;67;0;0;0;3
Milano;151460003720;292;103;0;0;0;3
Milano;151460003721;255;94;0;0;0;3
Milano;151460003722;230;85;1;1;0;5
Milano;151460003723;447;137;0;0;0;10
Milano;151460003724;63;33;0;0;0;3
Milano;151460003725;8;3;0;1;0;0
Milano;151460003726;355;142;0;0;0;7
Milano;151460003727;481;234;0;0;0;1
Milano;151460003728;181;63;0;0;0;4
Milano;151460003729;312;168;0;0;0;6
Milano;151460003730;493;152;0;0;0;7
Milano;151460003732;0;0;0;0;0;0
Milano;151460003734;477;143;0;0;0;7
Milano;151460003735;449;174;0;1;1;8
Milano;151460003736;149;78;0;1;0;2
Milano;151460003737;18;10;0;4;2;0
Milano;151460003738;240;115;0;0;4;6
Milano;151460003739;15;9;2;1;0;0
Milano;151460003741;328;137;0;0;0;5
Milano;151460003742;216;93;1;0;0;4
Milano;151460003743;261;139;0;2;0;7
Milano;151460003744;410;162;0;0;0;5
Milano;151460003746;320;129;0;0;0;4
Milano;151460003747;579;258;0;1;0;4
Milano;151460003748;151;73;1;2;0;3
Milano;151460003749;0;0;0;0;0;0
Milano;151460003750;0;0;0;0;0;0
Milano;151460003751;0;0;0;0;0;0
Milano;151460003752;0;0;0;0;0;0
Milano;151460003753;0;0;0;0;0;0
Milano;151460003754;5;2;1;0;1;0
Milano;151460003755;13;9;0;1;1;0
Milano;151460003756;0;0;0;0;0;0
Milano;151460003758;141;37;0;0;0;3
Milano;151460003759;202;76;0;0;0;4
Milano;151460003760;206;75;0;0;0;3
Milano;151460003761;217;69;0;0;0;3
Milano;151460003762;159;53;0;0;0;2
Milano;151460003763;202;82;0;0;0;4
Milano;151460003764;362;160;0;0;0;3
Milano;151460003765;268;124;0;0;0;5
Milano;151460003766;141;64;0;0;0;3
Milano;151460003767;144;68;0;0;0;3
Milano;151460003768;252;113;0;0;0;3
Milano;151460003769;396;191;0;0;0;11
Milano;151460003770;255;113;0;1;0;10
Milano;151460003771;177;77;0;0;0;5
Milano;151460003772;166;85;0;1;0;5
Milano;151460003773;86;19;3;0;0;2
Milano;151460003774;331;150;2;0;1;7
Milano;151460003775;123;45;0;1;3;4
Milano;151460003776;87;32;0;2;2;3
Milano;151460003777;118;56;0;2;1;4
Milano;151460003778;147;70;0;0;0;7
Milano;151460003779;116;50;0;0;0;2
Milano;151460003780;332;146;2;0;0;7
Milano;151460003781;234;95;0;0;0;6
Milano;151460003782;230;103;0;0;0;6
Milano;151460003783;260;109;0;0;0;6
Milano;151460003784;210;82;1;0;0;5
Milano;151460003785;150;56;0;0;0;2
Milano;151460003786;205;93;0;0;0;9
Milano;151460003787;380;162;0;0;0;11
Milano;151460003788;267;122;1;0;0;11
Milano;151460003789;224;97;0;0;0;1
Milano;151460003790;239;97;0;0;0;3
Milano;151460003791;223;101;0;0;0;3
Milano;151460003792;181;74;0;0;0;3
Milano;151460003793;128;44;0;14;4;2
Milano;151460003794;163;76;0;0;0;6
Milano;151460003795;276;114;1;0;0;7
Milano;151460003796;71;29;0;22;0;0
Milano;151460003797;96;43;0;23;1;1
Milano;151460003798;217;122;0;1;0;6
Milano;151460003799;207;85;0;0;0;4
Milano;151460003800;238;114;0;0;0;4
Milano;151460003801;216;87;0;0;0;5
Milano;151460003803;229;94;1;1;0;7
Milano;151460003804;295;155;0;0;0;4
Milano;151460003805;301;116;0;0;0;6
Milano;151460003806;326;146;0;1;1;7
Milano;151460003807;261;129;0;0;0;10
Milano;151460003808;84;38;6;3;2;2
Milano;151460003809;190;97;2;0;0;9
Milano;151460003810;284;121;0;1;0;8
Milano;151460003811;360;176;2;0;1;11
Milano;151460003812;285;120;0;0;0;8
Milano;151460003813;234;121;0;0;0;10
Milano;151460003814;139;65;0;0;0;5
Milano;151460003815;246;124;2;0;1;7
Milano;151460003816;355;166;2;0;2;12
Milano;151460003817;279;150;1;1;0;11
Milano;151460003818;222;109;0;0;0;8
Milano;151460003819;44;20;0;0;1;4
Milano;151460003820;300;130;0;0;0;8
Milano;151460003821;62;30;0;1;0;1
Milano;151460003822;116;63;3;0;0;3
Milano;151460003823;333;148;2;1;1;12
Milano;151460003824;257;121;1;2;0;8
Milano;151460003825;111;43;0;0;0;9
Milano;151460003826;128;51;2;1;4;5
Milano;151460003827;365;184;1;0;5;19
Milano;151460003828;8;4;0;1;1;0
Milano;151460003829;132;63;0;1;1;6
Milano;151460003830;182;90;0;0;2;13
Milano;151460003831;258;112;0;0;2;9
Milano;151460003832;14;7;0;2;0;0
Milano;151460003833;132;51;0;0;0;7
Milano;151460003834;224;95;0;0;0;9
Milano;151460003835;83;41;0;0;3;15
Milano;151460003836;146;63;0;0;0;7
Milano;151460003837;70;34;0;0;3;21
Milano;151460003838;320;157;0;1;0;8
Milano;151460003839;305;162;0;0;0;13
Milano;151460003840;362;183;1;0;0;12
Milano;151460003841;377;165;1;0;0;12
Milano;151460003842;210;92;0;0;1;6
Milano;151460003843;170;72;1;1;1;3
Milano;151460003844;305;146;0;0;0;9
Milano;151460003845;54;24;0;0;0;2
Milano;151460003847;275;142;0;2;1;11
Milano;151460003848;274;111;0;0;0;10
Milano;151460003849;266;134;0;0;0;2
Milano;151460003850;270;126;0;0;0;5
Milano;151460003851;22;6;0;2;1;1
Milano;151460003852;20;13;0;0;1;1
