SEZ2011;COMUNE;P1;P61;E17;E18;E19;E20;NIL
151460004524;Milano;63;25;0;0;0;1;PAGANO
151460004525;Milano;226;102;0;0;0;7;PAGANO
151460004526;Milano;243;114;0;0;0;7;PAGANO
151460004527;Milano;306;143;0;0;0;8;PAGANO
151460004528;Milano;326;151;1;1;2;4;PAGANO
151460004529;Milano;123;47;0;0;0;3;PAGANO
151460004530;Milano;305;125;0;1;0;7;PAGANO
151460004531;Milano;3;1;0;1;0;0;PAGANO
151460004532;Milano;120;52;0;0;0;4;PAGANO
151460004533;Milano;177;71;0;0;0;4;PAGANO
151460004534;Milano;108;49;0;0;0;3;PAGANO
151460004535;Milano;213;89;0;1;0;4;PAGANO
151460004536;Milano;79;36;0;0;0;2;PAGANO
151460004537;Milano;261;117;0;0;0;3;PAGANO
151460004538;Milano;527;226;1;0;0;12;PAGANO
151460004539;Milano;279;141;0;0;1;4;PAGANO
151460004540;Milano;338;165;0;0;0;8;PAGANO
151460004541;Milano;242;103;0;1;0;7;PAGANO
151460004542;Milano;299;111;0;0;0;10;PAGANO
151460004543;Milano;416;194;0;1;0;11;PAGANO
151460004544;Milano;118;53;0;0;1;4;PAGANO
151460004545;Milano;264;133;0;0;0;5;PAGANO
151460004546;Milano;236;97;0;0;0;6;PAGANO
151460004547;Milano;0;0;0;0;0;0;TRE TORRI
151460004548;Milano;0;0;0;0;0;0;PORTELLO
151460004549;Milano;329;161;0;0;0;4;PORTELLO
151460004550;Milano;263;112;0;0;0;3;PORTELLO
151460004551;Milano;175;88;0;0;0;3;PORTELLO
151460004552;Milano;252;116;0;0;0;2;PORTELLO
151460004553;Milano;148;61;0;0;0;2;PORTELLO
151460004554;Milano;3;2;0;1;0;0;PORTELLO
151460004555;-;-;-;-;-;-;-;PORTELLO
151460004556;Milano;93;39;0;1;0;4;PORTELLO
151460004557;Milano;250;101;0;1;0;8;PORTELLO
151460004558;-;-;-;-;-;-;-;PORTELLO
151460004559;-;-;-;-;-;-;-;PORTELLO
151460004560;Milano;162;61;0;1;0;5;PORTELLO
151460004561;-;-;-;-;-;-;-;PORTELLO
151460004562;Milano;362;163;0;0;0;7;PORTELLO
151460004563;Milano;369;129;0;0;0;5;PORTELLO
151460004564;Milano;382;170;0;1;1;6;PORTELLO
151460004565;Milano;349;127;0;0;0;8;PORTELLO
151460004566;Milano;324;151;0;0;0;11;PORTELLO
151460004567;Milano;397;190;1;0;0;9;PORTELLO
151460004568;Milano;146;68;2;0;0;5;PORTELLO
151460004569;Milano;394;162;1;2;2;12;SARPI
151460004570;Milano;327;177;1;0;0;6;SARPI
151460004571;Milano;298;143;0;0;0;7;SARPI
151460004572;Milano;0;0;0;0;0;0;PORTELLO
151460004573;Milano;214;108;0;1;0;6;GHISOLFA
151460004574;Milano;362;172;0;0;0;7;GHISOLFA
151460004575;Milano;387;195;0;0;0;5;GHISOLFA
151460004576;Milano;364;168;0;0;0;5;GHISOLFA
151460004577;Milano;165;61;0;0;0;1;GHISOLFA
151460004578;Milano;280;122;0;0;0;5;GHISOLFA
151460004579;Milano;498;221;3;1;3;12;GHISOLFA
151460004580;Milano;312;144;0;1;1;12;GHISOLFA
151460004581;Milano;249;100;0;0;0;6;GHISOLFA
151460004582;Milano;388;200;1;2;7;18;GHISOLFA
151460004583;Milano;4;2;0;1;0;0;GHISOLFA
151460004584;Milano;162;83;0;0;0;7;GHISOLFA
151460004585;Milano;228;109;0;0;0;7;GHISOLFA
151460004586;Milano;542;266;0;1;0;13;GHISOLFA
151460004587;Milano;393;176;1;2;1;13;GHISOLFA
151460004588;Milano;284;145;5;0;0;1;GHISOLFA
151460004589;Milano;137;66;3;0;2;6;GHISOLFA
151460004590;Milano;157;63;0;2;1;5;GHISOLFA
151460004591;Milano;4;2;0;1;0;0;GHISOLFA
151460004592;Milano;380;162;0;0;0;7;GHISOLFA
151460004593;Milano;373;152;0;0;0;6;GHISOLFA
151460004594;Milano;367;140;0;0;0;8;GHISOLFA
151460004595;Milano;351;149;2;1;0;7;GHISOLFA
151460004596;Milano;262;123;0;0;1;6;GHISOLFA
151460004597;Milano;467;222;0;0;0;10;GHISOLFA
151460004598;Milano;199;104;1;1;3;9;GHISOLFA
151460004599;Milano;183;94;2;0;1;8;GHISOLFA
151460004600;Milano;293;153;0;1;2;8;GHISOLFA
151460004601;Milano;354;171;0;0;0;13;GHISOLFA
151460004602;Milano;462;218;0;1;0;8;GHISOLFA
151460004603;Milano;405;166;0;0;0;12;GHISOLFA
151460004604;Milano;192;93;0;0;0;5;GHISOLFA
151460004605;Milano;319;120;0;0;0;4;GHISOLFA
151460004606;Milano;437;187;3;0;0;8;GHISOLFA
151460004607;Milano;370;185;2;0;0;7;GHISOLFA
151460004608;Milano;353;142;1;0;0;10;SARPI
151460004609;Milano;354;169;0;0;0;11;SARPI
151460004610;Milano;268;121;0;1;0;7;SARPI
151460004611;Milano;379;179;0;1;1;9;SARPI
151460004612;Milano;212;102;0;0;3;5;SARPI
151460004613;Milano;89;44;0;0;0;5;SARPI
151460004614;Milano;150;76;0;0;2;5;SARPI
151460004615;Milano;87;45;1;1;2;3;SARPI
151460004616;Milano;135;73;0;0;0;3;SARPI
151460004617;Milano;237;117;0;0;0;5;SARPI
151460004618;Milano;169;86;0;0;0;6;SARPI
151460004619;Milano;203;94;0;0;0;9;SARPI
151460004620;Milano;222;116;3;2;2;7;SARPI
151460004621;Milano;269;124;1;0;0;8;SARPI
151460004622;Milano;191;97;1;0;0;5;SARPI
151460004623;Milano;242;123;1;1;0;6;SARPI
151460004624;Milano;429;178;0;0;0;8;SARPI
151460004625;Milano;0;0;0;0;0;0;SARPI
151460004626;Milano;203;94;2;0;0;7;SARPI
151460004627;Milano;294;159;1;0;0;13;SARPI
151460004628;Milano;297;167;1;0;1;10;SARPI
151460004629;Milano;304;145;2;2;0;11;SARPI
151460004630;Milano;269;130;1;0;2;7;SARPI
151460004631;Milano;296;142;0;0;0;11;SARPI
151460004632;Milano;77;41;1;0;0;8;SARPI
151460004633;Milano;387;181;0;0;0;12;SARPI
151460004634;Milano;239;104;0;0;0;6;SARPI
151460004635;Milano;219;98;0;1;0;5;SARPI
151460004636;Milano;294;161;1;6;1;14;SARPI
151460004637;Milano;193;102;4;0;0;12;SARPI
151460004638;Milano;309;153;7;3;0;9;SARPI
151460004639;Milano;224;91;0;1;0;5;SARPI
151460004640;Milano;208;92;3;0;3;9;SARPI
151460004641;Milano;7;4;0;0;0;1;SARPI
151460004642;Milano;174;86;2;0;0;6;SARPI
151460004643;Milano;390;180;1;0;0;14;SARPI
151460004644;Milano;246;114;1;2;0;7;SARPI
151460004645;Milano;199;88;0;0;0;5;SARPI
151460004646;Milano;307;135;1;0;2;7;SARPI
151460004647;Milano;338;140;0;0;0;8;SARPI
151460004648;Milano;12;6;0;1;0;1;SARPI
151460004649;Milano;0;0;0;0;0;0;SARPI
151460004650;Milano;196;110;2;0;1;4;SARPI
151460004651;Milano;140;73;0;1;3;6;SARPI
151460004652;Milano;200;94;0;2;2;5;SARPI
151460004653;Milano;300;154;1;1;0;10;SARPI
151460004654;Milano;245;133;0;2;4;6;SARPI
151460004655;Milano;402;201;0;0;1;7;SARPI
151460004656;Milano;271;111;0;0;0;6;SARPI
151460004657;Milano;86;51;0;0;0;4;SARPI
151460004658;Milano;241;127;2;0;2;13;SARPI
151460004659;Milano;294;145;3;1;7;6;SARPI
151460004660;Milano;378;192;2;0;3;18;SARPI
151460004661;Milano;396;197;2;0;0;11;SARPI
151460004662;Milano;144;84;2;0;2;10;SARPI
151460004663;Milano;153;71;0;0;2;7;SARPI
151460004664;Milano;183;96;0;0;0;7;SARPI
151460004665;Milano;240;118;4;1;0;5;SARPI
151460004666;Milano;145;62;0;0;0;5;SARPI
151460004667;Milano;365;177;0;0;0;3;SARPI
151460004668;Milano;203;91;0;0;0;8;SARPI
151460004669;Milano;290;133;1;0;1;11;SARPI
151460004670;Milano;471;232;0;0;0;15;SARPI
151460004671;Milano;122;57;1;0;1;5;SARPI
151460004672;Milano;106;51;0;0;0;4;SARPI
151460004673;Milano;210;96;1;1;3;10;SARPI
151460004674;Milano;147;84;0;0;1;9;SARPI
151460004675;Milano;313;143;0;5;1;9;SARPI
151460004676;Milano;234;106;0;0;0;7;SARPI
151460004677;Milano;0;0;0;0;0;0;SARPI
151460004678;Milano;99;42;0;0;0;3;SARPI
151460004679;Milano;326;187;1;7;4;7;SARPI
151460004680;Milano;178;95;2;2;0;5;SARPI
151460004681;Milano;100;53;0;0;0;3;SARPI
151460004682;Milano;7;3;0;2;0;0;SARPI
151460004683;Milano;0;0;0;0;0;0;SARPI
151460004684;Milano;0;0;0;0;0;0;SARPI
151460004685;Milano;13;6;1;0;1;5;DE ANGELI - MONTE ROSA
151460004686;Milano;74;35;0;0;5;6;DE ANGELI - MONTE ROSA
151460004687;Milano;74;29;0;1;0;5;DE ANGELI - MONTE ROSA
151460004688;Milano;300;148;8;1;1;10;DE ANGELI - MONTE ROSA
151460004689;Milano;127;57;1;0;0;4;DE ANGELI - MONTE ROSA
151460004690;Milano;397;192;1;0;0;8;DE ANGELI - MONTE ROSA
151460004691;Milano;151;60;0;0;0;4;DE ANGELI - MONTE ROSA
151460004692;Milano;259;111;0;1;0;7;DE ANGELI - MONTE ROSA
151460004693;Milano;360;150;1;0;0;13;DE ANGELI - MONTE ROSA
151460004694;Milano;279;140;1;0;3;10;DE ANGELI - MONTE ROSA
151460004695;Milano;400;202;0;2;1;11;DE ANGELI - MONTE ROSA
151460004696;Milano;83;35;0;0;3;6;DE ANGELI - MONTE ROSA
151460004697;Milano;16;7;1;0;0;4;DE ANGELI - MONTE ROSA
151460004698;Milano;34;13;0;0;0;4;DE ANGELI - MONTE ROSA
151460004699;Milano;35;14;1;0;0;3;DE ANGELI - MONTE ROSA
151460004700;Milano;93;39;0;0;0;9;DE ANGELI - MONTE ROSA
151460004701;Milano;267;142;1;0;0;10;DE ANGELI - MONTE ROSA
151460004702;Milano;245;114;0;1;0;9;DE ANGELI - MONTE ROSA
151460004703;Milano;156;64;4;0;0;8;DE ANGELI - MONTE ROSA
151460004704;Milano;244;114;0;0;0;8;DE ANGELI - MONTE ROSA
151460004705;Milano;0;0;0;0;0;0;DE ANGELI - MONTE ROSA
151460004706;Milano;0;0;0;0;0;0;DE ANGELI - MONTE ROSA
151460004707;Milano;73;35;0;0;0;7;DE ANGELI - MONTE ROSA
151460004708;Milano;0;0;0;0;0;0;DE ANGELI - MONTE ROSA
151460004709;Milano;0;0;0;0;0;0;DE ANGELI - MONTE ROSA
151460004710;Milano;317;128;0;0;0;9;DE ANGELI - MONTE ROSA
151460004711;Milano;455;202;0;0;0;10;DE ANGELI - MONTE ROSA
151460004712;Milano;111;50;0;0;2;19;DE ANGELI - MONTE ROSA
151460004713;Milano;315;165;0;0;1;10;DE ANGELI - MONTE ROSA
151460004714;Milano;332;145;0;0;0;11;DE ANGELI - MONTE ROSA
151460004715;Milano;458;173;0;1;0;5;DE ANGELI - MONTE ROSA
151460004716;Milano;0;0;0;0;0;0;QT 8
151460004717;Milano;204;86;0;2;0;8;DE ANGELI - MONTE ROSA
151460004718;Milano;197;94;0;0;0;12;DE ANGELI - MONTE ROSA
151460004719;Milano;0;0;0;0;0;0;QT 8
151460004720;Milano;411;177;10;1;0;13;DE ANGELI - MONTE ROSA
151460004721;Milano;128;59;1;0;0;7;DE ANGELI - MONTE ROSA
151460004722;Milano;0;0;0;0;0;0;QT 8
151460004723;Milano;51;22;1;2;0;1;QT 8
151460004724;Milano;121;53;0;0;0;4;QT 8
151460004725;Milano;97;30;5;0;0;4;QT 8
151460004726;Milano;175;46;1;0;3;12;QT 8
151460004727;Milano;34;15;0;5;4;4;QT 8
151460004728;Milano;25;13;0;0;6;5;QT 8
151460004729;Milano;33;15;0;0;3;8;QT 8
151460004730;Milano;1;0;0;0;0;1;QT 8
151460004731;Milano;11;6;1;0;1;1;QT 8
151460004732;Milano;27;4;0;0;14;0;QT 8
151460004733;Milano;20;8;0;0;10;0;QT 8
151460004734;Milano;32;16;0;0;14;0;QT 8
151460004735;Milano;27;12;0;0;6;0;QT 8
151460004736;Milano;90;40;1;0;35;0;QT 8
151460004737;Milano;46;13;0;0;5;0;QT 8
151460004738;Milano;27;16;0;0;0;2;QT 8
151460004739;Milano;53;25;0;6;0;1;QT 8
151460004740;Milano;78;29;0;10;0;0;QT 8
151460004741;Milano;346;152;0;0;0;4;QT 8
151460004742;Milano;0;0;0;0;0;0;QT 8
151460004743;Milano;0;0;0;0;0;0;QT 8
151460004744;Milano;25;13;0;1;6;0;QT 8
151460004745;Milano;4;3;0;1;0;0;QT 8
151460004746;Milano;74;31;0;1;16;1;QT 8
151460004747;Milano;221;99;0;0;8;3;QT 8
151460004748;Milano;67;31;0;0;11;6;QT 8
151460004749;Milano;260;127;0;0;13;8;QT 8
151460004750;Milano;391;166;0;0;0;3;QT 8
151460004751;Milano;259;103;0;0;1;2;QT 8
151460004752;Milano;282;118;0;0;16;2;QT 8
151460004753;Milano;290;116;0;1;0;5;QT 8
151460004754;Milano;203;75;1;1;2;4;QT 8
151460004755;Milano;143;52;0;0;0;1;QT 8
151460004756;Milano;366;154;0;0;0;5;QT 8
151460004757;-;-;-;-;-;-;-;QT 8
151460004758;Milano;0;0;0;0;0;0;QT 8
151460004759;Milano;296;102;0;0;0;7;VILLAPIZZONE
151460004760;Milano;265;91;7;1;1;3;VILLAPIZZONE
151460004761;Milano;0;0;0;0;0;0;VILLAPIZZONE
151460004762;Milano;323;148;0;0;0;4;VILLAPIZZONE
151460004763;Milano;153;70;0;0;0;3;VILLAPIZZONE
151460004764;Milano;9;5;0;1;1;0;VILLAPIZZONE
151460004765;Milano;289;130;2;0;1;5;VILLAPIZZONE
151460004766;Milano;203;84;9;9;3;1;VILLAPIZZONE
151460004767;Milano;86;42;2;3;1;1;VILLAPIZZONE
151460004768;Milano;266;120;1;2;3;5;VILLAPIZZONE
151460004769;Milano;247;102;0;0;0;7;VILLAPIZZONE
151460004770;Milano;186;96;2;6;1;1;VILLAPIZZONE
151460004771;Milano;682;335;0;1;0;8;VILLAPIZZONE
151460004772;Milano;339;150;3;1;1;8;VILLAPIZZONE
151460004773;Milano;401;188;3;0;1;6;VILLAPIZZONE
151460004774;Milano;367;173;3;0;0;8;VILLAPIZZONE
151460004775;Milano;177;78;3;2;0;7;VILLAPIZZONE
151460004776;Milano;244;106;0;0;0;9;VILLAPIZZONE
151460004777;Milano;444;206;2;1;1;10;VILLAPIZZONE
151460004778;Milano;0;0;0;0;0;0;VILLAPIZZONE
151460004779;Milano;116;27;0;0;0;2;VILLAPIZZONE
151460004780;Milano;299;102;0;0;0;4;VILLAPIZZONE
151460004781;Milano;182;62;0;0;0;3;VILLAPIZZONE
151460004782;Milano;137;36;0;0;0;2;VILLAPIZZONE
151460004783;Milano;166;51;0;0;0;3;VILLAPIZZONE
151460004784;Milano;230;84;0;0;1;4;VILLAPIZZONE
151460004785;Milano;12;3;0;1;0;0;VILLAPIZZONE
151460004786;Milano;3;2;0;1;0;0;VILLAPIZZONE
151460004787;Milano;0;0;0;0;0;0;GHISOLFA
151460004788;Milano;402;174;0;1;0;7;GHISOLFA
151460004789;Milano;244;107;1;2;0;10;GHISOLFA
151460004790;Milano;117;48;3;0;0;3;GHISOLFA
151460004791;Milano;161;82;4;0;1;12;GHISOLFA
151460004792;Milano;442;201;0;0;0;8;GHISOLFA
151460004793;Milano;232;115;0;2;7;8;GHISOLFA
151460004794;Milano;393;189;0;0;1;11;GHISOLFA
151460004795;Milano;243;125;1;0;0;5;GHISOLFA
151460004796;Milano;190;101;1;0;2;4;GHISOLFA
151460004797;Milano;21;12;0;1;0;0;GHISOLFA
151460004798;Milano;344;155;0;0;0;9;GHISOLFA
151460004799;Milano;291;128;0;0;0;8;GHISOLFA
151460004800;Milano;245;105;0;0;0;6;GHISOLFA
151460004801;Milano;0;0;0;0;0;0;GHISOLFA
151460004802;Milano;62;62;0;0;0;0;GHISOLFA
151460004803;Milano;350;144;0;0;1;9;GHISOLFA
151460004804;Milano;0;0;0;0;0;0;GHISOLFA
151460004805;Milano;277;131;0;0;0;8;GHISOLFA
151460004806;Milano;235;115;0;0;0;4;GHISOLFA
151460004807;Milano;286;159;3;0;0;5;GHISOLFA
151460004808;Milano;221;99;1;1;0;8;GHISOLFA
151460004809;Milano;112;58;0;0;1;3;GHISOLFA
151460004810;Milano;332;183;0;0;0;13;GHISOLFA
151460004811;Milano;202;93;0;0;1;6;GHISOLFA
151460004812;Milano;225;97;0;0;0;7;VILLAPIZZONE
151460004813;Milano;13;6;0;0;5;0;VILLAPIZZONE
151460004814;Milano;112;32;0;0;0;1;VILLAPIZZONE
151460004815;Milano;111;34;0;0;0;1;VILLAPIZZONE
151460004816;Milano;97;63;0;0;0;1;VILLAPIZZONE
151460004817;Milano;114;34;0;0;0;1;VILLAPIZZONE
151460004818;Milano;80;33;0;0;0;3;VILLAPIZZONE
151460004819;Milano;69;27;0;1;21;5;VILLAPIZZONE
151460004820;Milano;78;32;0;1;18;6;VILLAPIZZONE
151460004821;Milano;184;81;0;2;5;11;VILLAPIZZONE
151460004822;Milano;110;45;1;8;9;4;VILLAPIZZONE
151460004823;Milano;343;143;0;0;0;6;VILLAPIZZONE
151460004824;Milano;329;171;0;4;4;8;VILLAPIZZONE
151460004825;Milano;319;148;1;1;0;5;VILLAPIZZONE
151460004826;Milano;488;218;0;2;0;9;VILLAPIZZONE
151460004827;Milano;338;154;0;0;0;9;VILLAPIZZONE
151460004828;Milano;418;205;2;0;2;7;VILLAPIZZONE
151460004829;Milano;3;1;0;1;0;0;VILLAPIZZONE
151460004830;Milano;260;142;0;0;0;5;VILLAPIZZONE
151460004831;Milano;379;161;0;0;0;7;VILLAPIZZONE
151460004832;Milano;66;26;0;1;0;2;VILLAPIZZONE
151460004833;Milano;351;184;0;5;6;5;VILLAPIZZONE
151460004834;Milano;328;136;0;0;0;5;VILLAPIZZONE
151460004835;Milano;425;170;0;1;0;8;VILLAPIZZONE
151460004836;Milano;436;201;0;0;0;5;VILLAPIZZONE
151460004837;Milano;216;94;0;0;0;8;VILLAPIZZONE
151460004838;Milano;110;43;1;0;0;3;VILLAPIZZONE
151460004839;Milano;416;169;0;5;2;3;VILLAPIZZONE
151460004840;Milano;15;4;0;5;0;0;VILLAPIZZONE
151460004841;Milano;91;21;0;0;0;1;VILLAPIZZONE
151460004842;Milano;52;20;0;12;0;0;VILLAPIZZONE
151460004843;Milano;76;23;0;20;0;0;VILLAPIZZONE
151460004844;Milano;336;148;0;0;0;2;VILLAPIZZONE
151460004845;Milano;356;176;0;0;0;3;VILLAPIZZONE
151460004846;Milano;365;180;0;0;0;2;VILLAPIZZONE
151460004847;Milano;377;168;1;0;0;4;VILLAPIZZONE
151460004848;Milano;230;86;0;0;0;4;VILLAPIZZONE
151460004849;Milano;245;106;0;0;0;3;VILLAPIZZONE
151460004850;Milano;229;65;0;0;0;6;VILLAPIZZONE
151460004851;Milano;319;143;0;0;0;1;VILLAPIZZONE
151460004852;Milano;272;125;0;0;0;1;VILLAPIZZONE
151460004853;Milano;442;187;0;0;0;2;VILLAPIZZONE
151460004854;Milano;188;65;0;0;0;1;VILLAPIZZONE
151460004855;Milano;204;93;0;0;0;1;VILLAPIZZONE
151460004856;Milano;17;17;0;1;0;0;VILLAPIZZONE
151460004857;Milano;349;145;0;3;0;4;VILLAPIZZONE
151460004858;Milano;383;172;0;3;0;4;VILLAPIZZONE
151460004859;Milano;367;158;0;0;0;4;VILLAPIZZONE
151460004860;Milano;328;152;0;0;0;4;VILLAPIZZONE
151460004861;Milano;146;80;1;2;2;3;VILLAPIZZONE
151460004862;Milano;406;176;0;0;0;3;VILLAPIZZONE
151460004863;Milano;70;34;0;0;0;3;VILLAPIZZONE
151460004864;Milano;272;111;2;1;0;8;VILLAPIZZONE
151460004865;Milano;258;108;0;0;0;8;VILLAPIZZONE
151460004866;Milano;258;128;2;1;1;6;VILLAPIZZONE
151460004867;Milano;50;27;1;0;0;1;VILLAPIZZONE
151460004868;Milano;82;36;0;0;0;6;VILLAPIZZONE
151460004869;Milano;493;218;3;1;0;10;VILLAPIZZONE
151460004870;Milano;556;278;3;2;1;10;VILLAPIZZONE
151460004871;Milano;85;40;0;0;0;3;VILLAPIZZONE
151460004872;Milano;207;92;1;0;1;7;VILLAPIZZONE
151460004873;Milano;82;34;0;0;0;3;VILLAPIZZONE
151460004874;Milano;159;99;0;2;5;6;VILLAPIZZONE
151460004875;Milano;0;0;0;0;0;0;VILLAPIZZONE
151460004876;Milano;102;44;0;2;1;1;VILLAPIZZONE
151460004877;Milano;95;41;0;2;2;3;VILLAPIZZONE
151460004878;Milano;447;204;0;5;1;11;VILLAPIZZONE
151460004879;Milano;331;151;0;1;0;10;VILLAPIZZONE
151460004880;Milano;250;105;0;0;0;7;VILLAPIZZONE
151460004881;Milano;297;145;2;1;0;8;VILLAPIZZONE
151460004882;Milano;103;50;2;0;1;3;VILLAPIZZONE
151460004883;Milano;641;299;5;2;7;18;VILLAPIZZONE
151460004884;Milano;238;120;1;0;6;4;VILLAPIZZONE
151460004885;Milano;196;107;2;4;3;3;VILLAPIZZONE
151460004886;Milano;344;174;0;0;0;13;VILLAPIZZONE
151460004887;Milano;327;178;7;9;1;7;VILLAPIZZONE
151460004888;Milano;143;77;0;2;3;6;VILLAPIZZONE
151460004889;Milano;4;2;0;1;0;0;VILLAPIZZONE
151460004890;Milano;338;109;0;0;0;5;VILLAPIZZONE
151460004891;Milano;212;62;0;0;0;4;VILLAPIZZONE
151460004892;Milano;254;70;2;0;0;4;VILLAPIZZONE
151460004893;Milano;229;100;3;2;0;7;VILLAPIZZONE
151460004894;Milano;195;98;5;10;3;3;VILLAPIZZONE
151460004895;Milano;293;139;0;1;2;7;VILLAPIZZONE
151460004896;Milano;413;208;1;1;0;9;VILLAPIZZONE
151460004897;Milano;373;172;0;1;4;11;VILLAPIZZONE
151460004898;Milano;374;178;0;0;1;13;VILLAPIZZONE
151460004899;Milano;98;43;0;3;2;3;VILLAPIZZONE
151460004900;Milano;84;34;1;2;9;2;VILLAPIZZONE
151460004901;Milano;0;0;0;0;0;0;VILLAPIZZONE
151460004902;Milano;168;86;1;2;1;7;VILLAPIZZONE
151460004903;Milano;56;29;0;0;0;2;VILLAPIZZONE
151460004904;Milano;0;0;0;0;0;0;VILLAPIZZONE
151460004905;Milano;49;25;1;0;0;1;VILLAPIZZONE
151460004906;Milano;32;17;0;0;1;1;VILLAPIZZONE
151460004907;Milano;176;87;0;4;0;4;VILLAPIZZONE
151460004908;Milano;73;43;0;1;0;2;VILLAPIZZONE
151460004909;Milano;2;0;3;0;0;0;VILLAPIZZONE
151460004910;Milano;152;65;0;5;1;2;VILLAPIZZONE
151460004911;Milano;73;37;1;0;0;2;VILLAPIZZONE
151460004912;Milano;0;0;0;0;0;0;VILLAPIZZONE
151460004913;Milano;209;88;0;1;0;5;VILLAPIZZONE
151460004914;Milano;271;91;0;0;0;3;VILLAPIZZONE
151460004915;Milano;262;149;1;0;0;6;VILLAPIZZONE
151460004916;Milano;0;0;0;0;0;0;VILLAPIZZONE
151460004917;Milano;49;20;0;0;1;1;VILLAPIZZONE
151460004918;Milano;35;17;0;1;3;2;VILLAPIZZONE
151460004919;Milano;189;95;1;3;2;7;VILLAPIZZONE
151460004920;Milano;231;119;0;6;5;9;VILLAPIZZONE
151460004921;Milano;187;78;0;0;0;3;VILLAPIZZONE
151460004922;Milano;252;103;0;0;0;3;VILLAPIZZONE
151460004923;Milano;250;106;0;2;0;4;VILLAPIZZONE
151460004924;Milano;0;0;0;0;0;0;VILLAPIZZONE
151460004925;Milano;127;50;0;0;0;4;VILLAPIZZONE
151460004926;Milano;63;41;0;0;0;1;VILLAPIZZONE
151460004927;Milano;198;84;0;0;1;4;VILLAPIZZONE
151460004928;Milano;156;61;0;0;1;5;VILLAPIZZONE
151460004929;Milano;142;75;1;4;4;6;VILLAPIZZONE
151460004930;Milano;122;56;0;0;4;7;VILLAPIZZONE
151460004931;Milano;249;81;0;1;1;4;VILLAPIZZONE
151460004932;Milano;69;36;0;0;6;3;VILLAPIZZONE
151460004933;Milano;192;86;0;2;3;8;VILLAPIZZONE
151460004934;Milano;145;80;1;1;1;6;VILLAPIZZONE
151460004935;Milano;428;192;0;0;0;5;VILLAPIZZONE
151460004936;Milano;105;53;0;0;0;4;VILLAPIZZONE
151460004937;Milano;88;39;0;0;0;3;VILLAPIZZONE
151460004938;Milano;33;7;2;1;0;1;VILLAPIZZONE
151460004939;Milano;97;59;1;0;0;3;VILLAPIZZONE
151460004940;Milano;298;15;0;0;1;0;VILLAPIZZONE
151460004941;Milano;0;0;0;0;0;0;VILLAPIZZONE
151460004942;Milano;0;0;0;0;0;0;VILLAPIZZONE
151460004943;Milano;1;0;0;1;0;0;VILLAPIZZONE
151460004944;Milano;0;0;0;0;0;0;VILLAPIZZONE
151460004945;Milano;383;170;1;0;0;6;VILLAPIZZONE
151460004946;Milano;304;129;0;1;0;8;VILLAPIZZONE
151460004947;Milano;338;155;0;1;0;8;VILLAPIZZONE
151460004948;Milano;398;177;0;0;0;9;VILLAPIZZONE
151460004949;Milano;457;243;1;0;0;8;VILLAPIZZONE
151460004950;Milano;0;0;0;0;0;0;PORTELLO
151460004951;Milano;0;0;0;0;0;0;PORTELLO
151460004952;Milano;239;97;0;1;1;7;PORTELLO
151460004953;Milano;314;129;0;0;0;7;PORTELLO
151460004954;Milano;215;119;0;1;0;4;PORTELLO
151460004955;Milano;203;86;0;0;0;5;PORTELLO
151460004956;Milano;211;75;2;0;0;6;PORTELLO
151460004957;Milano;207;91;1;0;0;5;PORTELLO
151460004958;Milano;249;109;0;2;0;6;PORTELLO
151460004959;Milano;0;0;0;0;0;0;PORTELLO
151460004960;Milano;0;0;0;0;0;0;PORTELLO
151460004961;Milano;0;0;0;0;0;0;PORTELLO
151460004962;Milano;26;18;0;0;0;0;PORTELLO
151460004963;Milano;31;8;0;0;1;0;PORTELLO
151460004964;Milano;0;0;0;0;0;0;PORTELLO
151460004965;Milano;25;14;0;0;0;2;PORTELLO
151460004966;Milano;259;103;0;0;0;6;PORTELLO
151460004967;Milano;171;72;0;1;0;5;PORTELLO
151460004968;Milano;290;131;0;0;0;5;PORTELLO
151460004969;Milano;420;203;0;0;0;10;PORTELLO
151460004970;Milano;251;103;1;0;0;6;PORTELLO
151460004971;Milano;213;125;0;0;1;4;PORTELLO
151460004972;Milano;11;5;0;1;0;0;PARCO BOSCO IN CITTA'
151460004973;Milano;2;1;0;2;0;0;PARCO BOSCO IN CITTA'
151460004974;Milano;0;0;0;0;0;0;GALLARATESE
151460004975;Milano;604;228;0;0;0;8;GALLARATESE
151460004976;Milano;462;238;0;3;15;10;GALLARATESE
151460004977;Milano;164;70;1;0;0;3;GALLARATESE
151460004978;Milano;95;37;0;0;0;4;GALLARATESE
151460004979;Milano;305;105;0;0;0;7;GALLARATESE
151460004980;Milano;191;88;0;0;0;4;GALLARATESE
151460004981;Milano;416;181;1;0;1;4;GALLARATESE
151460004982;Milano;42;8;0;2;0;0;GALLARATESE
151460004983;Milano;283;105;0;0;4;1;GALLARATESE
151460004984;Milano;333;110;0;0;0;2;GALLARATESE
151460004985;Milano;511;162;0;0;0;1;GALLARATESE
151460004986;Milano;173;80;0;0;0;1;GALLARATESE
151460004987;Milano;288;101;0;0;0;2;GALLARATESE
151460004988;Milano;178;71;0;0;0;1;GALLARATESE
151460004989;Milano;0;0;0;0;0;0;GALLARATESE
151460004990;Milano;181;68;0;0;0;5;GALLARATESE
151460004991;Milano;202;69;0;0;0;5;GALLARATESE
